20 Years L	1347.5
2006-10-20	1345.0
2006-10-21	1342.5
2006-10-22	1340.0
2006-10-23	1339.861111111111
2006-10-24	1339.8320413436693
2006-10-25	1340.873708010336
2006-10-26	1340.498708010336
2006-10-27	1339.721680983309
2006-10-28	1337.221680983309
2006-10-29	1343.221680983309
2006-10-30	1346.6244587610868
2006-10-31	1346.7002163368443
2006-11-01	1348.3578250324965
2006-11-02	1348.2725977597693
2006-11-03	1352.1475977597693
2006-11-04	1352.3038477597693
2006-11-05	1349.8038477597693
2006-11-06	1348.340433125623
2006-11-07	1347.9237664589562
2006-11-08	1349.3856308657357
2006-11-09	1349.0539982126745
2006-11-10	1348.6104498255777
2006-11-11	1351.4229498255777
2006-11-12	1359.5479498255777
2006-11-13	1360.6908069684348
2006-11-14	1364.052875933952
2006-11-15	1366.2750981561742
2006-11-16	1366.546837286609
2006-11-17	1366.546837286609
2006-11-18	1367.9104736502452
2006-11-19	1369.2741100138815
2006-11-20	1367.418049407821
2006-11-21	1368.5460981883089
2006-11-22	1369.5877648549756
2006-11-23	1370.1234791406898
2006-11-24	1369.3234791406899
2006-11-25	1375.3234791406899
2006-11-26	1386.3462064134171
2006-11-27	1387.8305814134171
2006-11-28	1388.947602690013
2006-11-29	1393.752290190013
2006-11-30	1395.1481235233462
2006-12-01	1396.003386681241
2006-12-02	1396.690886681241
2006-12-03	1394.190886681241
2006-12-04	1397.8422024707147
2006-12-05	1399.9785661070784
2006-12-06	1400.8785661070785
2006-12-07	1401.0348161070785
2006-12-08	1400.3056494404118
2006-12-09	1404.888982773745
2006-12-10	1403.717107773745
2006-12-11	1403.9888469041798
2006-12-12	1402.8452298829031
2006-12-13	1404.0952298829031
2006-12-14	1404.1972706992296
2006-12-15	1403.5861595881186
2006-12-16	1405.3361595881186
2006-12-17	1407.0861595881186
2006-12-18	1407.0380826650417
2006-12-19	1407.5737969507559
2006-12-20	1410.9175469507559
2006-12-21	1411.7231025063115
2006-12-22	1414.0802453634544
2006-12-23	1415.8302453634544
2006-12-24	1413.3302453634544
2006-12-25	1414.3719120301212
2006-12-26	1417.1844120301212
2006-12-27	1420.3094120301212
2006-12-28	1421.1149675856768
2006-12-29	1422.8649675856768
2006-12-30	1420.3649675856768
2006-12-31	1417.8649675856768
2007-01-01	1415.3649675856768
2007-01-02	1420.3024675856768
2007-01-03	1421.9344120301212
2007-01-04	1423.0361069453754
2007-01-05	1422.6611069453754
2007-01-06	1423.7027736120422
2007-01-07	1425.4527736120422
2007-01-08	1425.7125138717824
2007-01-09	1425.9252798292293
2007-01-10	1426.5605257308687
2007-01-11	1427.1702818284296
2007-01-12	1426.8497690079166
2007-01-13	1431.4331023412499
2007-01-14	1436.5223880555357
2007-01-15	1435.7223880555357
2007-01-16	1434.1882971464447
2007-01-17	1434.116868575016
2007-01-18	1436.398118575016
2007-01-19	1438.273118575016
2007-01-20	1435.773118575016
2007-01-21	1436.3088328607303
2007-01-22	1438.0588328607303
2007-01-23	1437.4066589476868
2007-01-24	1437.2164415563825
2007-01-25	1438.2581082230492
2007-01-26	1437.3129862718297
2007-01-27	1440.8844148432584
2007-01-28	1444.455843414687
2007-01-29	1444.485605319449
2007-01-30	1446.0058755897192
2007-01-31	1447.8345792934228
2007-02-01	1448.2512459600896
2007-02-02	1450.3458405546842
2007-02-03	1450.2069516657953
2007-02-04	1447.7069516657953
2007-02-05	1447.3864388452823
2007-02-06	1449.5614388452823
2007-02-07	1450.603105511949
2007-02-08	1449.8449087906376
2007-02-09	1449.8746706953996
2007-02-10	1449.009286080015
2007-02-11	1451.821786080015
2007-02-12	1450.8396432228722
2007-02-13	1452.8609198186168
2007-02-14	1455.334324073936
2007-02-15	1454.9074948056432
2007-02-16	1454.130467778616
2007-02-17	1456.3526900008383
2007-02-18	1453.8526900008383
2007-02-19	1453.5895321061014
2007-02-20	1453.2145321061014
2007-02-21	1453.586153727723
2007-02-22	1456.2018944684637
2007-02-23	1458.0768944684637
2007-02-24	1455.5768944684637
2007-02-25	1456.3461252376944
2007-02-26	1456.9711252376944
2007-02-27	1458.1898752376944
2007-02-28	1457.3565419043612
2007-03-01	1459.8148752376944
2007-03-02	1461.4815419043612
2007-03-03	1458.9815419043612
2007-03-04	1458.6065419043612
2007-03-05	1460.6601133329325
2007-03-06	1460.0490022218214
2007-03-07	1462.1259252987445
2007-03-08	1462.3195872705755
2007-03-09	1463.5695872705755
2007-03-10	1461.0695872705755
2007-03-11	1458.5695872705755
2007-03-12	1459.9726484950654
2007-03-13	1461.0143151617322
2007-03-14	1460.1489305463476
2007-03-15	1460.1989305463476
2007-03-16	1461.2405972130143
2007-03-17	1458.7405972130143
2007-03-18	1459.782263879681
2007-03-19	1459.2140820614993
2007-03-20	1459.4560175453703
2007-03-21	1459.9074064342592
2007-03-22	1460.8225850056879
2007-03-23	1460.0455579786608
2007-03-24	1465.2728307059335
2007-03-25	1468.0853307059335
2007-03-26	1469.7172751503779
2007-03-27	1470.5725383082727
2007-03-28	1470.7287883082727
2007-03-29	1471.3385444058335
2007-03-30	1472.95144763164
2007-03-31	1477.5347809649732
2007-04-01	1480.3472809649732
2007-04-02	1482.9288027041036
2007-04-03	1485.7413027041036
2007-04-04	1487.5780373979812
2007-04-05	1489.3280373979812
2007-04-06	1488.7598555797995
2007-04-07	1486.2598555797995
2007-04-08	1483.7598555797995
2007-04-09	1483.4282229267383
2007-04-10	1484.8312841512281
2007-04-11	1486.6680188451057
2007-04-12	1487.0846855117725
2007-04-13	1485.0788715582842
2007-04-14	1485.4122048916174
